token	lemma	pos	msd	msd_morph	msd_mode	msd_temps	msd_pers	msd_nomb	msd_genre	msd_cas
-	-	PONfbl	MORPH=empty	MORPH=empty						
cy	ci	ADVgen	MORPH=empty	MORPH=empty						
qu’	que	CONsub	MORPH=empty	MORPH=empty						
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n				PERS.=3	NOMB.=s	GENRE=m	CAS=n
vaut	valoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s		MODE=ind	TEMPS=pst	PERS.=3	NOMB.=s		
mieux	mieux	ADVgen	MORPH=empty	MORPH=empty						
eſtre	être	VERinf	MORPH=empty	MORPH=empty						
le	le	DETdef	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
iniſtre	inistre	NOMcom	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
de	de	PRE	MORPH=empty	MORPH=empty						
ſesvoluptez	sévolupte	NOMcom	NOMB.=p					NOMB.=p		
,	,	PONfbl	MORPH=empty	MORPH=empty						
ou	ou	CONcoo	MORPH=empty	MORPH=empty						
quelque	quelque	DETind	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
choſe	chose	NOMcom	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
de	de	PRE	MORPH=empty	MORPH=empty						
pire	pire	NOMcom	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
,	,	PONfbl	MORPH=empty	MORPH=empty						
ſi	si	CONsub	MORPH=empty	MORPH=empty						
l’	le	DETdef	NOMB.=s					NOMB.=s		
on	on	PROind	PERS.=3|NOMB.=s|CAS=n				PERS.=3	NOMB.=s		CAS=n
veut	vouloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s		MODE=ind	TEMPS=pst	PERS.=3	NOMB.=s		
éuirer	esvirer	VERinf	MORPH=empty	MORPH=empty						
la	le	DETdef	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
fureur	fureur	NOMcom	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
.	.	PONfrt	MORPH=empty	MORPH=empty						
I’	je	PROimp	PERS.=0|NOMB.=s|GENRE=m|CAS=n				PERS.=0	NOMB.=s	GENRE=m	CAS=n
aurois	avoir	VERcjg	MODE=con|PERS.=1|NOMB.=s		MODE=con		PERS.=1	NOMB.=s		
beaucoup	beaucoup	ADVgen	MORPH=empty	MORPH=empty						
plus	plus	ADVgen	MORPH=empty	MORPH=empty						
a	à	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s		MODE=ind	TEMPS=pst	PERS.=3	NOMB.=s		
dire	dire	VERinf	MORPH=empty	MORPH=empty						
ſur	sur	PRE	MORPH=empty	MORPH=empty						
ce	ce	DETdem	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
ſuiet	sujet	NOMcom	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
;	;	PONfbl	MORPH=empty	MORPH=empty						
mais	mais	CONcoo	MORPH=empty	MORPH=empty						
i’	je	PROper	PERS.=3|NOMB.=s|CAS=n				PERS.=3	NOMB.=s		CAS=n
ay	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s		MODE=ind	TEMPS=pst	PERS.=3	NOMB.=s		
peur	peur	NOMcom	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
de	de	PRE	MORPH=empty	MORPH=empty						
me	je	PROper	PERS.=1|NOMB.=s|CAS=r				PERS.=1	NOMB.=s		CAS=r
ſalir	saillir|salir	VERinf	MORPH=empty	MORPH=empty						
parmyces	parmice	VERppe	NOMB.=p|GENRE=f					NOMB.=p	GENRE=f	
ordur	@latin	VERinf	MORPH=empty	MORPH=empty						
res	@latin	NOMcom	NOMB.=p|GENRE=m					NOMB.=p	GENRE=m	
,	,	PONfbl	MORPH=empty	MORPH=empty						
dont	dont	PROrel	MORPH=empty	MORPH=empty						
la	le	DETdef	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
vie	vie	NOMcom	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
de	de	PRE	MORPH=empty	MORPH=empty						
Mazariu	Mazariu	NOMpro	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
eſt	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s		MODE=ind	TEMPS=pst	PERS.=3	NOMB.=s		
la	le	DETdef	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
ſource	source	NOMcom	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
inparemen	inparemen	ADJqua	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
feconde	fécond	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s		MODE=ind	TEMPS=pst	PERS.=3	NOMB.=s		
.	.	PONfrt	MORPH=empty	MORPH=empty						
